risk_id,risk_type,entity_type,entity_name,month_or_snapshot,channel,store_id,brand,sku,key_metric,metric_value,risk_level,risk_reason,recommended_action,owner_department
RISK021534,High Inventory Low GMROI,Brand-Store,Lululemon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Lululemon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021535,High Inventory Low GMROI,Brand-Store,Lululemon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Lululemon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021536,High Inventory Low GMROI,Brand-Store,Lululemon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Lululemon,,gmroi,0.0491,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021537,High Inventory Low GMROI,Brand-Store,Lululemon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Lululemon,,gmroi,0.0107,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021538,High Inventory Low GMROI,Brand-Store,Lululemon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Lululemon,,gmroi,0.0181,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021539,High Inventory Low GMROI,Brand-Store,New Balance / S069,2026-02-01,Himaxx Warehouse Outlet,S069,New Balance,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021540,High Inventory Low GMROI,Brand-Store,New Balance / S069,2026-02-01,Himaxx Warehouse Outlet,S069,New Balance,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021541,High Inventory Low GMROI,Brand-Store,New Balance / S069,2026-02-01,Himaxx Warehouse Outlet,S069,New Balance,,gmroi,0.0001,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021542,High Inventory Low GMROI,Brand-Store,New Balance / S069,2026-02-01,Himaxx Warehouse Outlet,S069,New Balance,,gmroi,0.0046,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021543,High Inventory Low GMROI,Brand-Store,New Balance / S069,2026-02-01,Himaxx Warehouse Outlet,S069,New Balance,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021544,High Inventory Low GMROI,Brand-Store,New Balance / S069,2026-02-01,Himaxx Warehouse Outlet,S069,New Balance,,gmroi,0.0119,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021545,High Inventory Low GMROI,Brand-Store,New Balance / S069,2026-02-01,Himaxx Warehouse Outlet,S069,New Balance,,gmroi,0.0013,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021546,High Inventory Low GMROI,Brand-Store,New Balance / S069,2026-02-01,Himaxx Warehouse Outlet,S069,New Balance,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021547,High Inventory Low GMROI,Brand-Store,Nike / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021548,High Inventory Low GMROI,Brand-Store,Nike / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021549,High Inventory Low GMROI,Brand-Store,Nike / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021550,High Inventory Low GMROI,Brand-Store,Nike / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021551,High Inventory Low GMROI,Brand-Store,Nike / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021552,High Inventory Low GMROI,Brand-Store,Nike / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021553,High Inventory Low GMROI,Brand-Store,Nike / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Nike,,gmroi,0.0369,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021554,High Inventory Low GMROI,Brand-Store,Nike / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021555,High Inventory Low GMROI,Brand-Store,On Running / S069,2026-02-01,Himaxx Warehouse Outlet,S069,On Running,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021556,High Inventory Low GMROI,Brand-Store,On Running / S069,2026-02-01,Himaxx Warehouse Outlet,S069,On Running,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021557,High Inventory Low GMROI,Brand-Store,On Running / S069,2026-02-01,Himaxx Warehouse Outlet,S069,On Running,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021558,High Inventory Low GMROI,Brand-Store,Patagonia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Patagonia,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021559,High Inventory Low GMROI,Brand-Store,Patagonia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Patagonia,,gmroi,0.0183,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021560,High Inventory Low GMROI,Brand-Store,Patagonia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Patagonia,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021561,High Inventory Low GMROI,Brand-Store,Patagonia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Patagonia,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021562,High Inventory Low GMROI,Brand-Store,Puma / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Puma,,gmroi,0.0031,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021563,High Inventory Low GMROI,Brand-Store,Puma / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Puma,,gmroi,0.0071,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021564,High Inventory Low GMROI,Brand-Store,Puma / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Puma,,gmroi,0.0111,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021565,High Inventory Low GMROI,Brand-Store,Puma / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Puma,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021566,High Inventory Low GMROI,Brand-Store,Puma / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Puma,,gmroi,0.0016,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021567,High Inventory Low GMROI,Brand-Store,Puma / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Puma,,gmroi,0.006,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021568,High Inventory Low GMROI,Brand-Store,Puma / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Puma,,gmroi,0.0005,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021569,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Reebok Underwear,,gmroi,0.0137,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021570,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Reebok Underwear,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021571,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Reebok Underwear,,gmroi,0.0144,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021572,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Reebok Underwear,,gmroi,0.0245,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021573,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Reebok Underwear,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021574,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Reebok Underwear,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021575,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Reebok Underwear,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021576,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Reebok Underwear,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021577,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Reebok Underwear,,gmroi,0.0139,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021578,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Reebok Underwear,,gmroi,0.0062,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021579,High Inventory Low GMROI,Brand-Store,Salomon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Salomon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021580,High Inventory Low GMROI,Brand-Store,Salomon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Salomon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021581,High Inventory Low GMROI,Brand-Store,Salomon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Salomon,,gmroi,0.018,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021582,High Inventory Low GMROI,Brand-Store,Salomon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Salomon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021583,High Inventory Low GMROI,Brand-Store,Salomon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Salomon,,gmroi,0.0028,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021584,High Inventory Low GMROI,Brand-Store,Salomon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Salomon,,gmroi,0.0106,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021585,High Inventory Low GMROI,Brand-Store,Skechers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Skechers,,gmroi,0.034,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021586,High Inventory Low GMROI,Brand-Store,Skechers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Skechers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021587,High Inventory Low GMROI,Brand-Store,Skechers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Skechers,,gmroi,0.0833,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021588,High Inventory Low GMROI,Brand-Store,Skechers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Skechers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
